,playlistURI,participant,rating,playlistID,TrackName,TrackID,SampleURL,ReleaseYear,Genres,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,duration_ms,Popularity,Downloaded
42,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,Devi Drone,2zLMOb6Z01X9PLxl09xJ9t,https://p.scdn.co/mp3-preview/08582bf4a99d15514aa6c9972d073ac2efe41024?cid=a91ed9edffbc4349b0ae66ad2680900a,2021-01-27,[unknown],0.208,0.0187,-32.373,0.0661,0.971,0.879,0.119,0.458,68.983,0,0,112199,59.0,1
43,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,Sleep Drone,2lRINOduUGo6lyIMP8kUh4,https://p.scdn.co/mp3-preview/33f519c6dc9b3006a9e3b38273470bb1b6f989c6?cid=a91ed9edffbc4349b0ae66ad2680900a,2021-01-27,[unknown],0.218,0.0431,-34.942,0.0454,0.984,0.887,0.111,0.0279,70.707,2,1,122601,59.0,1
44,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,Wild Flowers,5QxJpxP8HG9UpHgAXt9NcL,https://p.scdn.co/mp3-preview/b260a5848860ffa7558c44dfb590f18e4aa4d448?cid=a91ed9edffbc4349b0ae66ad2680900a,2021-01-29,['background music'],0.227,0.209,-23.684,0.053,0.864,0.906,0.113,0.0582,71.65,5,0,207236,59.0,1
45,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,Concentrate on the beat,2JhxQaPl3FqixF5iWqfbi3,https://p.scdn.co/mp3-preview/3658be08edd8678d06bed2f58bb173daf0ea060f?cid=a91ed9edffbc4349b0ae66ad2680900a,2021-01-29,[unknown],0.0852,0.0101,-32.984,0.0464,0.471,0.745,0.112,0.0771,85.348,2,1,198250,59.0,1
46,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,Determination,6jX42MuuKRVoKV0K4LIQkH,https://p.scdn.co/mp3-preview/ff435db266b8cafba4857555c7d2d62df8d6049f?cid=a91ed9edffbc4349b0ae66ad2680900a,2021-01-26,[unknown],0.204,0.0102,-31.136,0.0365,0.988,0.9,0.0867,0.0376,67.205,4,1,163185,59.0,1
47,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,Curves,50dqV0dmuAMzLtEbt09SCp,https://p.scdn.co/mp3-preview/658ea6a0f7c7d00ef67dbfadca5dcf4d419e268f?cid=a91ed9edffbc4349b0ae66ad2680900a,2020-12-10,[unknown],0.141,0.0732,-23.518,0.043,0.931,0.913,0.111,0.0315,69.712,0,1,194500,69.0,1
48,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,Capotain,3LWtE19kpqQemToWcKQ5Z8,https://p.scdn.co/mp3-preview/9769c9ca1b9ab3a8ca2daadf8b8168ab0c1ada6f?cid=a91ed9edffbc4349b0ae66ad2680900a,2020-12-13,[unknown],0.21,0.0356,-26.467,0.134,0.989,0.852,0.1,0.083,168.355,2,1,208000,61.0,1
49,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,West End,0ksnXmC80iQhmGHBbvxhyt,https://p.scdn.co/mp3-preview/afdade0f1a8e19df9faad27f31f4a75e26cf162b?cid=a91ed9edffbc4349b0ae66ad2680900a,2020-11-20,['background music'],0.237,0.0814,-23.651,0.0475,0.99,0.859,0.099,0.033,102.775,11,0,135417,61.0,1
50,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,Renewal,7kgNuTgyO9T26DGV6aXptE,https://p.scdn.co/mp3-preview/97e52d0311e3100e7a4cdf6d2dadf8d69dee1e2c?cid=a91ed9edffbc4349b0ae66ad2680900a,2016-02-05,"['ambient', 'atmosphere', 'healing', 'meditation', 'new age', 'sleep']",0.146,0.198,-20.648,0.0408,0.888,0.882,0.0824,0.0333,79.937,0,1,491147,69.0,1
51,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY?si=a7eyngwmTDqfZYCJ37PvQw,Ole,5,37i9dQZF1DWYcDQ1hSjOpY,Acending,68gSYLKawrkU3jvuXbYIfD,https://p.scdn.co/mp3-preview/43fffb8373c0e86cb83f780cf8dffa54d75609f9?cid=a91ed9edffbc4349b0ae66ad2680900a,2020-11-25,[unknown],0.162,0.0605,-28.199,0.0449,0.991,0.968,0.106,0.0828,77.707,7,1,182898,61.0,1
